,product_name,energy-kcal_100g
744,Даниссимо Яблочный пирог,125.196
745,Даси,143.5
746,Девясил,12.71
747,Десерт Alpro Soya ванильный,81.092
748,Десерт Konti Bonjour ванильный,463.889
749,Десерт Вафельный рожок McDonalds,139.66
750,Десерт Вишнёвый пирожок McDonalds,238.58
751,Десерт горячий Брауни Бургер Кинг,470.741
752,Десерт итальянский Флоренция карамельный,391.848
753,Десерт Макфлурри Де Люкс карамельно-шоколадный,412.7
754,Десерт Макфлурри Де Люкс клубнично-шоколадный,349.02
755,Десерт Макфлурри с рисовыми шариками,349.02
756,Десерт Макфлурри с шоколадно-вафельной крошкой,262.92
757,Десерт Маффин с чёрной смородиной,380.42
758,Десерт Маффин с шоколадом,361.58
759,Десерт Мороженое Айс Дрим Клубника или Шоколад KFC,177.546
760,Десерт Мороженое в рожке Летнее KFC,158.001
761,Десерт Мороженое Летняя фантазия Клубничное KFC,171.915
762,Десерт мороженое Рожок Бургер Кинг,160.788
763,Десерт Мороженое с карамелью,331.53
764,Десерт Мороженое с клубникой,271.95
765,Десерт Мороженое с шоколадом,321.41
766,Десерт Пирожок Хот Пай Дуэт Вишня и Шоколад KFC,546.622
767,Десерт Чизкейк Нью Йорк Карамель KFC,356.438
768,Десерт Чизкейк Нью Йорк Клубника KFC,349.717
769,Десерт Чизкейк Нью Йорк Шоколад KFC,350.563
770,Джезерье из граната,391.841
771,Джекфрут (плод хлебного дерева),100.367
772,Джем апельсиновый,265.296
773,Джем банановый,243.13
774,Джем брусничный,251.683
775,Джем вишневый,231.65
776,Джем голубичный,245.808
777,Джем клубничный,266.5
778,Джем малиновый,104.576
779,Джем мандариновый,291.51
780,Джем персиковый,275.93
781,Джем сливовый,304.547
782,Джем черничный,221.208
783,Джем яблочный,98.4
784,Джин,0.0
785,Джин-тоник,27.47
786,Дичь,199.785
787,Дождевики,31.02
788,Дорадо,101.67
789,Дорадо терияки,107.483
790,Драже Maltesers,511.927
791,Драже Milka Clusters Bitz,481.13
792,Драже Milka Lila Stars Bitz,566.365
793,Драже арахис с мёдом и кунжутом,543.976
794,Драже Воздушный Криспелло,530.969
795,Драже Грильяж в шоколаде,465.923
796,Драже жевательные Mentos,399.88
797,Драже Изюм в шоколаде,397.561
798,Драже ореховое,585.817
799,Драже Тик Так,402.864
800,Драже фруктовое в шоколаде,422.758
801,Дрожжи,77.153
802,Дрожжи пивные,77.153
803,Дрожжи прессованные,112.003
804,Дрожжи сухие быстродействующие Саф-момент,420.64
805,Дуриан,150.917
806,Душица (орегано),26.65
807,Дыня,35.587
808,Дыня медовая,35.587
809,Дыня сушеная,340.819
810,Дягиль,52.226
811,Ежевика,34.44
812,Ежевика 4 сезона,31.186
813,Ежевика Hortex,23.78
814,Ёрш,90.33
815,Жасмин,0.41
816,Желатин Dr.Oetker пищевой,344.4
817,Желатин листовой,353.145
818,Желатин пищевой,364.106
819,Желе Dr.Oetker со вкусом Апельсина,383.35
820,Желе Dr.Oetker со вкусом Вишни,382.94
821,Желе Dr.Oetker со вкусом Клубники,385.4
822,Желе Dr.Oetker со вкусом Лесных ягод,382.94
823,Желе Dr.Oetker со вкусом Лимона,384.58
824,Желе Dr.Oetker со вкусом Малины,383.35
825,Желе апельсиновое,94.71
826,Желе вишневое,68.88
827,Желе для торта,94.71
828,Желе из киви,74.21
829,Желе клубничное,74.21
830,Желе лимонное,94.71
831,Желе молочное,32.058
832,Желе яблочное,74.21
833,Желтохвост (лакедра),234.74
834,Желтый полосатик,90.33
835,Желтый полосатик сушеный,274.675
836,Желудь,355.073
837,Желфикс Dr.Oetker,4.1
838,Женьшень,41.0
839,Жердела,46.548
840,Жерех,101.234
841,Жидкий дым,1.749
842,Жимолость,31.98
843,Завтрак Биггер Утренний оригинальный,220.711
844,Завтрак Биггер Утренний острый,210.082
845,Завтрак Блинчики KFC,211.353
846,Завтрак Боксмастер утренний,209.475
847,Завтрак Брейкер,240.661
848,Завтрак Бустер,225.439
849,Завтрак Картофельный Хашбраун KFC,550.73
850,Завтрак Овсяная каша KFC,96.781
851,Завтрак Райзер,226.565
852,Завтрак Твистер утренний,217.156
853,Завтрак Тост с сыром KFC,296.8
854,Завтрак Яичница с байтсами KFC,233.681
855,Закваска Злагода кисломолочная без наполнителей,50.695
856,Закваска сухая,338.38
857,Закваска хлебная ржаная,131.963
858,Зантоксилум,235.989
859,Запеканка творожная,169.398
860,Заправка Сэн Сой для фунчозы по-корейски,557.69
861,Заправка Чим-Чим корейская для моркови,745.95
862,Звёздное яблоко,68.496
863,Зелень,35.696
864,Зелень сушёная,112.75
865,Зельц,350.99
866,Земляника,37.746
867,Земляничный сок,41.0
868,Зерновая каша Hipp с фруктами,69.399
